,,,"GGUN-FL Fluorometer #323  - Signals in mV ",,,,,,,,,,
,,,"------","-------------","---------","-------------","--",,,,,,
"#","Time","R","Tracer 1","Tracer 2","Tracer 3","Turbidity  ","Baseline","Battery V","T","Conductiv","temps","Débit  (m3/s)","Concentration Fluo (kg/m3)"
369,"22/04/27-06:36:39",0,26.23,1.7,3.04,18.27,13.92,12.91,6.67,0.1,27.2853333333338,0.229470886793727,0.000000927498
370,"22/04/27-06:51:39",0,25.93,1.7,3.06,18.49,13.91,12.91,6.67,0.109,27.2957500000004,0.229470886793727,0.000000911283
371,"22/04/27-07:06:39",0,25.62,1.67,3.06,17.98,13.98,12.91,6.67,0.099,27.3061666666671,0.224821995770203,0.0000008945275
372,"22/04/27-07:21:39",0,25.34,1.71,3.04,18.11,13.93,12.9,6.67,0.103,27.3165833333338,0.224821995770203,0.0000008793935
373,"22/04/27-07:36:39",0,25.1,1.7,3.05,18.02,13.93,12.9,6.67,0.097,27.3270000000004,0.224821995770203,0.0000008664215
374,"22/04/27-07:51:39",0,24.85,1.69,3.06,17.93,13.95,12.9,6.67,0.1,27.3374166666671,0.22714171307535,0.000000852909
375,"22/04/27-08:06:39",0,24.64,1.68,3.05,18.02,13.93,12.9,6.67,0.098,27.3478333333338,0.22714171307535,0.0000008415585
376,"22/04/27-08:21:38",0,24.46,1.68,3.07,18.01,13.88,12.9,6.67,0.105,27.3582500000004,0.231807343786628,0.0000008318295
377,"22/04/27-08:36:38",0,24.17,1.64,3.05,18.02,13.95,12.9,6.67,0.101,27.3686666666671,0.231807343786635,0.000000816155
378,"22/04/27-08:51:38",0,24,1.68,3.03,18.15,13.93,12.9,6.67,0.103,27.3790833333338,0.231807343786635,0.0000008069665
379,"22/04/27-09:06:38",0,23.78,1.66,3.03,17.96,13.94,12.9,6.67,0.105,27.3895000000004,0.229470886793727,0.0000007950755
380,"22/04/27-09:21:38",0,23.65,1.68,3.04,17.94,13.93,12.9,6.67,0.101,27.3999166666671,0.22947088679372,0.000000788049
381,"22/04/27-09:36:38",0,23.48,1.68,3.04,18.07,13.94,12.9,6.67,0.101,27.4103333333338,0.22714171307535,0.0000007788605
382,"22/04/27-09:51:38",0,23.34,1.67,3.05,18,13.94,12.9,6.67,0.099,27.4207500000005,0.22714171307535,0.0000007712935
383,"22/04/27-10:06:38",0,23.2,1.65,3.03,17.91,13.92,12.9,6.67,0.101,27.4311666666671,0.222514069362023,0.0000007637265
384,"22/04/27-10:21:38",0,23.03,1.66,3.01,18,13.95,12.9,6.67,0.106,27.4415833333338,0.220220429679269,0.000000754538
385,"22/04/27-10:36:38",0,22.98,1.65,2.99,17.78,13.89,12.91,6.67,0.098,27.4520000000005,0.222514069362023,0.0000007518355
386,"22/04/27-10:51:38",0,22.81,1.64,3.03,17.86,13.92,12.91,6.67,0.118,27.4624166666671,0.224821995770203,0.000000742647
387,"22/04/27-11:06:38",0,22.76,1.67,3.01,17.92,13.94,12.91,6.67,0.104,27.4728333333338,0.224821995770203,0.0000007399445
388,"22/04/27-11:21:37",0,22.67,1.64,2.99,17.93,13.93,12.91,6.67,0.101,27.4832500000005,0.222514069362023,0.00000073508
389,"22/04/27-11:36:37",0,22.63,1.64,2.97,17.79,13.91,12.91,6.67,0.102,27.4936666666671,0.220220429679269,0.000000732918
390,"22/04/27-11:51:37",0,22.59,1.64,3.01,17.91,13.91,12.92,6.67,0.1,27.5040833333338,0.220220429679269,0.000000730756
391,"22/04/27-12:06:37",0,22.52,1.65,3.02,17.9,13.93,12.92,6.67,0.107,27.5145000000005,0.220220429679269,0.0000007269725
392,"22/04/27-12:21:37",0,22.49,1.67,3,17.86,13.95,12.92,6.67,0.103,27.5249166666671,0.217943733895412,0.000000725351
393,"22/04/27-12:36:37",0,22.5,1.64,3.01,17.86,13.93,12.92,6.67,0.1,27.5353333333338,0.21345260944245,0.0000007258915
394,"22/04/27-12:51:37",0,22.49,1.63,3,17.81,13.9,12.92,6.67,0.103,27.5457500000005,0.211244301844561,0.000000725351
395,"22/04/27-13:06:37",0,22.47,1.65,3.02,17.88,13.92,12.92,6.67,0.104,27.5561666666671,0.211244301844561,0.00000072427
396,"22/04/27-13:21:37",0,22.48,1.64,2.98,17.65,13.92,12.92,6.67,0.106,27.5665833333338,0.209065180288044,0.0000007248105
397,"22/04/27-13:36:37",0,22.45,1.63,3.02,17.95,13.91,12.92,6.67,0.1,27.5770000000005,0.206918708670758,0.000000723189
398,"22/04/27-13:51:37",0,22.47,1.64,3.01,17.88,13.94,12.93,6.67,0.096,27.5874166666671,0.202738377569482,0.00000072427
399,"22/04/27-14:06:37",0,22.48,1.65,3,17.71,13.93,12.93,6.67,0.098,27.5978333333338,0.200712252605594,0.0000007248105
400,"22/04/27-14:21:36",0,22.54,1.64,2.98,17.87,13.92,12.93,6.67,0.102,27.6082500000005,0.200712252605594,0.0000007280535
401,"22/04/27-14:36:36",0,22.55,1.66,2.97,17.63,13.9,12.93,6.67,0.113,27.6186666666671,0.198734246621041,0.000000728594
402,"22/04/27-14:51:36",0,22.5,1.65,2.98,17.91,13.94,12.93,6.67,0.109,27.6290833333338,0.198734246621041,0.0000007258915
403,"22/04/27-15:06:36",0,22.61,1.65,2.98,17.89,13.88,12.93,6.67,0.107,27.6395000000005,0.198734246621041,0.000000731837
404,"22/04/27-15:21:36",0,22.64,1.63,3.02,17.84,13.94,12.93,6.67,0.105,27.6499166666671,0.200712252605594,0.0000007334585
405,"22/04/27-15:36:36",0,22.7,1.67,2.98,17.9,13.89,12.93,6.67,0.1,27.6603333333338,0.200712252605594,0.0000007367015
406,"22/04/27-15:51:36",0,22.71,1.64,2.98,17.71,13.9,12.93,6.67,0.106,27.6707500000005,0.200712252605594,0.000000737242
407,"22/04/27-16:06:36",0,22.76,1.63,2.98,17.68,13.91,12.93,6.67,0.103,27.6811666666671,0.198734246621041,0.0000007399445
408,"22/04/27-16:21:36",0,22.84,1.62,2.99,17.79,13.92,12.93,6.67,0.11,27.6915833333338,0.198734246621041,0.0000007442685
409,"22/04/27-16:36:36",0,22.88,1.64,2.99,17.8,13.9,12.93,6.67,0.103,27.7020000000005,0.198734246621041,0.0000007464305
410,"22/04/27-16:51:36",0,22.93,1.65,2.97,17.64,13.91,12.94,6.67,0.107,27.7124166666672,0.198734246621041,0.000000749133
411,"22/04/27-17:06:36",0,23.01,1.65,2.97,17.7,13.9,12.94,6.67,0.098,27.7228333333338,0.196808630238068,0.000000753457
412,"22/04/27-17:21:35",0,23.02,1.64,2.98,17.71,13.93,12.94,6.67,0.102,27.7332500000005,0.198734246621041,0.0000007539975
413,"22/04/27-17:36:35",0,23.11,1.63,2.94,17.66,13.9,12.94,6.67,0.108,27.7436666666672,0.198734246621041,0.000000758862
414,"22/04/27-17:51:35",0,23.16,1.66,2.94,17.75,13.91,12.94,6.67,0.109,27.7540833333338,0.198734246621041,0.0000007615645
415,"22/04/27-18:06:35",0,23.25,1.62,2.98,17.65,13.93,12.94,6.67,0.105,27.7645000000005,0.194939835423792,0.000000766429
416,"22/04/27-18:21:35",0,23.33,1.63,2.96,17.7,13.93,12.94,6.67,0.104,27.7749166666672,0.194939835423792,0.000000770753
417,"22/04/27-18:36:35",0,23.42,1.63,2.96,17.67,13.93,12.94,6.67,0.105,27.7853333333338,0.191391245094263,0.0000007756175
418,"22/04/27-18:51:35",0,23.51,1.64,2.96,17.62,13.9,12.94,6.67,0.102,27.7957500000005,0.191391245094263,0.000000780482
419,"22/04/27-19:06:35",0,23.54,1.66,2.95,17.8,13.93,12.94,6.67,0.106,27.8061666666672,0.189721120237664,0.0000007821035
420,"22/04/27-19:21:35",0,23.69,1.64,2.94,17.74,13.93,12.94,6.67,0.105,27.8165833333338,0.189721120237664,0.000000790211
421,"22/04/27-19:36:35",0,23.77,1.67,2.95,17.81,13.94,12.94,6.67,0.102,27.8270000000005,0.193132455490245,0.000000794535
422,"22/04/27-19:51:35",0,23.88,1.68,2.92,17.67,13.92,12.94,6.68,0.105,27.8374166666672,0.194939835423792,0.0000008004805
423,"22/04/27-20:06:35",0,23.98,1.67,2.93,17.67,13.89,12.94,6.68,0.117,27.8478333333338,0.194939835423792,0.0000008058855
424,"22/04/27-20:21:35",0,24.08,1.65,2.95,17.8,13.9,12.94,6.68,0.104,27.8582500000005,0.198734246621041,0.0000008112905
425,"22/04/27-20:36:34",0,24.12,1.66,2.96,17.7,13.93,12.94,6.68,0.097,27.8686666666672,0.198734246621041,0.0000008134525
426,"22/04/27-20:51:34",0,24.27,1.67,2.94,17.75,13.87,12.94,6.67,0.112,27.8790833333338,0.202738377569482,0.00000082156
427,"22/04/27-21:06:34",0,24.33,1.66,2.97,17.75,13.92,12.94,6.67,0.111,27.8895000000005,0.20480851223537,0.000000824803
428,"22/04/27-21:21:34",0,24.41,1.66,2.94,17.69,13.91,12.94,6.68,0.105,27.8999166666672,0.20480851223537,0.000000829127
429,"22/04/27-21:36:34",0,24.49,1.66,2.91,17.62,13.94,12.94,6.68,0.111,27.9103333333338,0.211244301844561,0.000000833451
430,"22/04/27-21:51:34",0,24.55,1.67,2.93,17.59,13.93,12.94,6.68,0.105,27.9207500000005,0.215686800528758,0.000000836694
431,"22/04/27-22:06:34",0,24.65,1.65,2.93,17.64,13.92,12.94,6.68,0.105,27.9311666666672,0.217943733895412,0.000000842099
432,"22/04/27-22:21:34",0,24.71,1.68,2.94,17.78,13.93,12.93,6.68,0.101,27.9415833333338,0.220220429679269,0.000000845342
433,"22/04/27-22:36:34",0,24.81,1.67,2.92,17.65,13.91,12.93,6.68,0.107,27.9520000000005,0.220220429679269,0.000000850747
434,"22/04/27-22:51:34",0,24.88,1.68,2.93,17.63,13.91,12.93,6.67,0.106,27.9624166666672,0.220220429679269,0.0000008545305
435,"22/04/27-23:06:34",0,24.94,1.64,2.93,17.59,13.91,12.93,6.68,0.106,27.9728333333338,0.220220429679269,0.0000008577735
436,"22/04/27-23:21:34",0,25,1.69,2.9,17.67,13.92,12.93,6.68,0.108,27.9832500000005,0.222514069362006,0.0000008610165
437,"22/04/27-23:36:34",0,25.08,1.66,2.91,17.75,13.91,12.93,6.68,0.106,27.9936666666672,0.222514069362017,0.0000008653405
438,"22/04/27-23:51:33",0,25.1,1.68,2.93,17.54,13.92,12.93,6.68,0.099,28.0040833333339,0.222514069362023,0.0000008664215
439,"22/04/28-00:06:33",0,25.15,1.67,2.88,17.55,13.91,12.93,6.68,0.112,28.0145000000005,0.224821995770203,0.000000869124
440,"22/04/28-00:21:33",0,25.2,1.7,2.92,17.69,13.9,12.93,6.68,0.106,28.0249166666672,0.22714171307535,0.0000008718265
441,"22/04/28-00:36:33",0,25.27,1.67,2.91,17.71,13.91,12.92,6.68,0.105,28.0353333333339,0.22714171307535,0.00000087561
442,"22/04/28-00:51:33",0,25.33,1.69,2.91,17.68,13.92,12.92,6.68,0.106,28.0457500000005,0.229470886793727,0.000000878853
443,"22/04/28-01:06:33",0,25.36,1.67,2.91,17.62,13.94,12.92,6.68,0.102,28.0561666666672,0.224821995770203,0.0000008804745
444,"22/04/28-01:21:33",0,25.41,1.67,2.9,17.65,13.93,12.92,6.68,0.102,28.0665833333339,0.224821995770203,0.000000883177
445,"22/04/28-01:36:33",0,25.46,1.66,2.89,17.54,13.91,12.92,6.68,0.11,28.0770000000005,0.229470886793737,0.0000008858795
446,"22/04/28-01:51:33",0,25.52,1.69,2.89,17.65,13.91,12.92,6.68,0.106,28.0874166666672,0.227141713075344,0.0000008891225
447,"22/04/28-02:06:33",0,25.53,1.7,2.9,17.62,13.94,12.92,6.68,0.112,28.0978333333339,0.224821995770203,0.000000889663
448,"22/04/28-02:21:33",0,25.6,1.68,2.9,17.57,13.92,12.92,6.68,0.105,28.1082500000005,0.224821995770203,0.0000008934465
449,"22/04/28-02:36:33",0,25.63,1.68,2.9,17.72,13.92,12.92,6.68,0.106,28.1186666666672,0.224821995770214,0.000000895068
450,"22/04/28-02:51:32",0,25.7,1.7,2.88,17.72,13.92,12.91,6.68,0.106,28.1290833333339,0.224821995770203,0.0000008988515
451,"22/04/28-03:06:32",0,25.74,1.67,2.91,17.74,13.91,12.91,6.68,0.106,28.1395000000005,0.224821995770203,0.0000009010135
452,"22/04/28-03:21:32",0,25.75,1.68,2.89,17.92,13.9,12.91,6.68,0.098,28.1499166666672,0.224821995770203,0.000000901554
453,"22/04/28-03:36:32",0,25.74,1.7,2.9,17.86,13.93,12.91,6.68,0.11,28.1603333333339,0.224821995770203,0.0000009010135
454,"22/04/28-03:51:32",0,25.78,1.68,2.91,17.64,13.93,12.91,6.68,0.107,28.1707500000005,0.227141713075346,0.0000009031755
455,"22/04/28-04:06:32",0,25.82,1.68,2.89,17.88,13.86,12.91,6.68,0.106,28.1811666666672,0.224821995770203,0.0000009053375
456,"22/04/28-04:21:32",0,25.76,1.67,2.89,17.74,13.94,12.91,6.68,0.102,28.1915833333339,0.222514069362017,0.0000009020945
457,"22/04/28-04:36:32",0,25.76,1.69,2.93,17.74,13.94,12.91,6.68,0.103,28.2020000000005,0.222514069362023,0.0000009020945
458,"22/04/28-04:51:32",0,25.75,1.73,2.87,17.75,13.9,12.91,6.68,0.11,28.2124166666672,0.220220429679269,0.000000901554
459,"22/04/28-05:06:32",0,25.71,1.67,2.89,17.66,13.94,12.9,6.68,0.106,28.2228333333339,0.217943733895412,0.000000899392
460,"22/04/28-05:21:32",0,25.66,1.7,2.86,17.87,13.91,12.9,6.68,0.104,28.2332500000005,0.21345260944245,0.0000008966895
461,"22/04/28-05:36:32",0,25.57,1.68,2.88,17.82,13.91,12.9,6.68,0.107,28.2436666666672,0.206918708670758,0.000000891825
462,"22/04/28-05:51:31",0,25.47,1.69,2.86,17.83,13.9,12.9,6.68,0.11,28.2540833333339,0.206918708670758,0.00000088642
463,"22/04/28-06:06:31",0,25.37,1.67,2.86,17.9,13.92,12.9,6.68,0.097,28.2645000000005,0.206918708670758,0.000000881015
464,"22/04/28-06:21:31",0,25.25,1.65,2.9,17.99,13.9,12.9,6.68,0.114,28.2749166666672,0.20480851223537,0.000000874529
465,"22/04/28-06:36:31",0,25.06,1.67,2.89,18.03,13.92,12.9,6.68,0.113,28.2853333333339,0.206918708670758,0.0000008642595
466,"22/04/28-06:51:31",0,24.93,1.67,2.86,18,13.92,12.9,6.68,0.101,28.2957500000006,0.206918708670758,0.000000857233
467,"22/04/28-07:06:31",0,24.68,1.65,2.86,17.88,13.94,12.9,6.68,0.099,28.3061666666672,0.21345260944245,0.0000008437205
468,"22/04/28-07:21:31",0,24.5,1.66,2.86,17.99,13.92,12.9,6.68,0.104,28.3165833333339,0.215686800528758,0.0000008339915
469,"22/04/28-07:36:31",0,24.23,1.65,2.9,18.09,13.92,12.89,6.68,0.102,28.3270000000006,0.215686800528758,0.000000819398
470,"22/04/28-07:51:31",0,24.07,1.65,2.88,18.14,13.91,12.89,6.68,0.109,28.3374166666672,0.215686800528758,0.00000081075
471,"22/04/28-08:06:31",0,23.8,1.66,2.87,18.03,13.89,12.89,6.68,0.105,28.3478333333339,0.215686800528758,0.0000007961565
472,"22/04/28-08:21:31",0,23.58,1.62,2.86,17.96,13.92,12.89,6.68,0.103,28.3582500000006,0.211244301844561,0.0000007842655
473,"22/04/28-08:36:30",0,23.24,1.66,2.87,18.1,13.92,12.89,6.68,0.099,28.3686666666672,0.206918708670758,0.0000007658885
474,"22/04/28-08:51:30",0,22.96,1.66,2.86,18.1,13.92,12.89,6.68,0.106,28.3790833333339,0.20480851223537,0.0000007507545
475,"22/04/28-09:06:30",0,22.67,1.62,2.87,18.09,13.93,12.89,6.68,0.099,28.3895000000006,0.202738377569482,0.00000073508
476,"22/04/28-09:21:30",0,22.38,1.65,2.89,18.15,13.93,12.89,6.68,0.1,28.3999166666672,0.200712252605594,0.0000007194055
477,"22/04/28-09:36:30",0,22.12,1.64,2.87,18.17,13.91,12.89,6.68,0.107,28.4103333333339,0.198734246621041,0.0000007053525
478,"22/04/28-09:51:30",0,21.83,1.63,2.87,18.14,13.91,12.89,6.68,0.103,28.4207500000006,0.198734246621041,0.000000689678
479,"22/04/28-10:06:30",0,21.56,1.63,2.9,18.19,13.9,12.89,6.68,0.105,28.4311666666672,0.198734246621041,0.0000006750845
480,"22/04/28-10:21:30",0,21.28,1.6,2.87,18.2,13.92,12.9,6.68,0.099,28.4415833333339,0.196808630238068,0.0000006599505
481,"22/04/28-10:36:30",0,21.02,1.63,2.88,18.08,13.94,12.9,6.68,0.11,28.4520000000006,0.196808630238068,0.0000006458975
482,"22/04/28-10:51:30",0,20.79,1.6,2.89,18.44,13.93,12.9,6.68,0.116,28.4624166666672,0.196808630238068,0.000000633466
483,"22/04/28-11:06:30",0,20.55,1.63,2.87,18.2,13.92,12.9,6.68,0.101,28.4728333333339,0.198734246621041,0.000000620494
484,"22/04/28-11:21:30",0,20.33,1.61,2.88,18.26,13.9,12.9,6.68,0.103,28.4832500000006,0.196808630238068,0.000000608603
485,"22/04/28-11:36:29",0,20.08,1.62,2.88,18.27,13.93,12.9,6.68,0.103,28.4936666666672,0.194939835423792,0.0000005950905
486,"22/04/28-11:51:29",0,19.89,1.6,2.91,18.25,13.92,12.91,6.68,0.101,28.5040833333339,0.196808630238068,0.000000584821
487,"22/04/28-12:06:29",0,19.74,1.6,2.9,18.37,13.9,12.91,6.68,0.101,28.5145000000006,0.196808630238068,0.0000005767135
488,"22/04/28-12:21:29",0,19.54,1.6,2.88,18.39,13.91,12.91,6.68,0.105,28.5249166666672,0.191391245094263,0.0000005659035
489,"22/04/28-12:36:29",0,19.38,1.61,2.89,18.32,13.91,12.91,6.68,0.11,28.5353333333339,0.189721120237664,0.0000005572555
490,"22/04/28-12:51:29",0,19.22,1.58,2.88,18.37,13.93,12.91,6.68,0.107,28.5457500000006,0.189721120237664,0.0000005486075
491,"22/04/28-13:06:29",0,19.09,1.59,2.9,18.31,13.92,12.91,6.68,0.105,28.5561666666672,0.188127158267051,0.000000541581
492,"22/04/28-13:21:29",0,18.93,1.6,2.87,18.34,13.93,12.91,6.68,0.104,28.5665833333339,0.189721120237664,0.000000532933
493,"22/04/28-13:36:29",0,18.81,1.6,2.86,18.31,13.94,12.91,6.68,0.106,28.5770000000006,0.188127158267051,0.000000526447
494,"22/04/28-13:51:29",0,18.72,1.61,2.87,18.36,13.94,12.92,6.68,0.103,28.5874166666673,0.189721120237664,0.0000005215825
495,"22/04/28-14:06:29",0,18.64,1.56,2.87,18.33,13.89,12.92,6.68,0.108,28.5978333333339,0.189721120237664,0.0000005172585
496,"22/04/28-14:21:29",0,18.51,1.61,2.87,18.29,13.94,12.92,6.68,0.111,28.6082500000006,0.191391245094263,0.000000510232
497,"22/04/28-14:36:29",0,18.42,1.58,2.88,18.34,13.94,12.92,6.68,0.101,28.6186666666673,0.189721120237664,0.0000005053675
498,"22/04/28-14:51:28",0,18.34,1.58,2.89,18.31,13.95,12.92,6.68,0.106,28.6290833333339,0.189721120237664,0.0000005010435
499,"22/04/28-15:06:28",0,18.27,1.6,2.87,18.29,13.92,12.92,6.68,0.101,28.6395000000006,0.188127158267051,0.00000049726
500,"22/04/28-15:21:28",0,18.23,1.6,2.87,18.4,13.91,12.92,6.68,0.106,28.6499166666673,0.185188839094898,0.000000495098
501,"22/04/28-15:36:28",0,18.15,1.57,2.86,18.34,13.9,12.92,6.68,0.109,28.6603333333339,0.183855443311046,0.000000490774
502,"22/04/28-15:51:28",0,18.12,1.61,2.86,18.31,13.91,12.92,6.68,0.096,28.6707500000006,0.183855443311024,0.0000004891525
503,"22/04/28-16:06:28",0,17.96,1.57,2.87,18.3,13.93,12.92,6.68,0.107,28.6811666666673,0.183855443311046,0.0000004805045
504,"22/04/28-16:21:28",0,18,1.6,2.86,18.26,13.93,12.92,6.68,0.101,28.6915833333339,0.185188839094898,0.0000004826665
505,"22/04/28-16:36:28",0,17.94,1.59,2.85,18.39,13.93,12.92,6.68,0.111,28.7020000000006,0.188127158267051,0.0000004794235
506,"22/04/28-16:51:28",0,17.94,1.58,2.88,18.3,13.92,12.92,6.68,0.105,28.7124166666673,0.189721120237664,0.0000004794235
507,"22/04/28-17:06:28",0,17.85,1.6,2.86,18.34,13.93,12.92,6.68,0.105,28.7228333333339,0.189721120237664,0.000000474559
508,"22/04/28-17:21:28",0,17.81,1.58,2.86,18.35,13.94,12.92,6.68,0.107,28.7332500000006,0.189721120237664,0.000000472397
509,"22/04/28-17:36:28",0,17.89,1.59,2.85,18.31,13.87,12.92,6.68,0.11,28.7436666666673,0.189721120237664,0.000000476721
510,"22/04/28-17:51:27",0,17.81,1.56,2.86,18.27,13.93,12.92,6.68,0.108,28.7540833333339,0.188127158267051,0.000000472397
511,"22/04/28-18:06:27",0,17.8,1.62,2.86,18.32,13.93,12.92,6.68,0.107,28.7645000000006,0.18661459787399,0.0000004718565
512,"22/04/28-18:21:27",0,17.81,1.59,2.82,18.31,13.92,12.92,6.68,0.107,28.7749166666673,0.18661459787399,0.000000472397
513,"22/04/28-18:36:27",0,17.82,1.59,2.83,18.31,13.92,12.92,6.68,0.105,28.7853333333339,0.183855443311024,0.0000004729375
514,"22/04/28-18:51:27",0,17.81,1.58,2.85,18.27,13.94,12.92,6.68,0.108,28.7957500000006,0.185188839094898,0.000000472397
515,"22/04/28-19:06:27",0,17.84,1.59,2.83,18.3,13.93,12.92,6.68,0.1,28.8061666666673,0.185188839094898,0.0000004740185
516,"22/04/28-19:21:27",0,17.91,1.6,2.85,18.27,13.9,12.92,6.68,0.108,28.8165833333339,0.188127158267051,0.000000477802
517,"22/04/28-19:36:27",0,18.02,1.57,2.82,18.3,13.89,12.92,6.68,0.103,28.8270000000006,0.193132455490245,0.0000004837475
518,"22/04/28-19:51:27",0,18.04,1.6,2.83,18.32,13.89,12.92,6.68,0.113,28.8374166666673,0.194939835423792,0.0000004848285
519,"22/04/28-20:06:27",0,18.08,1.61,2.83,18.34,13.92,12.92,6.68,0.118,28.8478333333339,0.196808630238068,0.0000004869905
520,"22/04/28-20:21:27",0,18.12,1.6,2.83,18.25,13.92,12.92,6.68,0.104,28.8582500000006,0.200712252605594,0.0000004891525
521,"22/04/28-20:36:27",0,18.21,1.58,2.83,18.32,13.91,12.92,6.68,0.103,28.8686666666673,0.206918708670758,0.000000494017
522,"22/04/28-20:51:27",0,18.28,1.61,2.8,18.47,13.9,12.92,6.68,0.104,28.8790833333339,0.211244301844561,0.0000004978005
523,"22/04/28-21:06:26",0,18.33,1.59,2.82,18.48,13.91,12.92,6.68,0.117,28.8895000000006,0.215686800528758,0.000000500503
524,"22/04/28-21:21:26",0,18.38,1.6,2.83,18.34,13.92,12.92,6.68,0.108,28.8999166666673,0.220220429679278,0.0000005032055
525,"22/04/28-21:36:26",0,18.51,1.62,2.78,18.34,13.95,12.92,6.68,0.108,28.910333333334,0.22947088679372,0.000000510232
526,"22/04/28-21:51:26",0,18.54,1.6,2.8,18.35,13.93,12.92,6.68,0.097,28.9207500000006,0.236494221765233,0.0000005118535
527,"22/04/28-22:06:26",0,18.64,1.6,2.82,18.43,13.92,12.92,6.68,0.111,28.9311666666673,0.245877668192385,0.0000005172585
528,"22/04/28-22:21:26",0,18.68,1.61,2.79,18.38,13.92,12.91,6.68,0.105,28.941583333334,0.243534112153337,0.0000005194205
529,"22/04/28-22:36:26",0,18.77,1.62,2.78,18.37,13.93,12.91,6.68,0.109,28.9520000000006,0.250553664770202,0.000000524285
530,"22/04/28-22:51:26",0,18.94,1.61,2.8,18.38,13.88,12.91,6.68,0.106,28.9624166666673,0.25288450189439,0.0000005334735
531,"22/04/28-23:06:26",0,19.03,1.63,2.77,18.52,13.88,12.91,6.68,0.109,28.972833333334,0.25288450189439,0.000000538338
532,"22/04/28-23:21:26",0,19.03,1.61,2.8,18.33,13.94,12.91,6.68,0.101,28.9832500000006,0.248217813191264,0.000000538338
533,"22/04/28-23:36:26",0,19.1,1.61,2.8,18.29,13.92,12.91,6.68,0.11,28.9936666666673,0.243534112153337,0.0000005421215
534,"22/04/28-23:51:26",0,19.23,1.62,2.78,18.31,13.91,12.91,6.68,0.104,29.004083333334,0.238841103197831,0.000000549148
535,"22/04/29-00:06:26",0,19.33,1.6,2.76,18.2,13.91,12.91,6.68,0.099,29.0145000000006,0.238841103197835,0.000000554553
536,"22/04/29-00:21:25",0,19.39,1.6,2.78,18.41,13.93,12.91,6.68,0.104,29.0249166666673,0.234149072260126,0.000000557796
537,"22/04/29-00:36:25",0,19.47,1.64,2.75,18.35,13.93,12.91,6.68,0.106,29.035333333334,0.229470886793727,0.00000056212
538,"22/04/29-00:51:25",0,19.58,1.62,2.76,18.29,13.91,12.91,6.68,0.108,29.0457500000006,0.22714171307535,0.0000005680655
539,"22/04/29-01:06:25",0,19.65,1.62,2.77,18.56,13.92,12.9,6.68,0.1,29.0561666666673,0.22714171307535,0.000000571849
540,"22/04/29-01:21:25",0,19.75,1.61,2.75,18.45,13.92,12.9,6.68,0.113,29.066583333334,0.229470886793737,0.000000577254
541,"22/04/29-01:36:25",0,19.78,1.63,2.77,18.37,13.97,12.9,6.68,0.099,29.0770000000006,0.231807343786635,0.0000005788755
542,"22/04/29-01:51:25",0,19.88,1.62,2.76,18.34,13.9,12.9,6.68,0.106,29.0874166666673,0.231807343786635,0.0000005842805
543,"22/04/29-02:06:25",0,19.95,1.64,2.78,18.38,13.94,12.9,6.68,0.104,29.097833333334,0.231807343786635,0.000000588064
544,"22/04/29-02:21:25",0,20.02,1.62,2.76,18.29,13.91,12.9,6.68,0.111,29.1082500000006,0.231807343786635,0.0000005918475
545,"22/04/29-02:36:25",0,20.11,1.63,2.76,18.29,13.92,12.9,6.68,0.107,29.1186666666673,0.227141713075346,0.000000596712
546,"22/04/29-02:51:25",0,20.16,1.63,2.75,18.37,13.92,12.9,6.68,0.098,29.129083333334,0.224821995770214,0.0000005994145
547,"22/04/29-03:06:25",0,20.23,1.62,2.76,18.44,13.92,12.9,6.68,0.097,29.1395000000006,0.217943733895412,0.000000603198
548,"22/04/29-03:21:24",0,20.34,1.65,2.76,18.47,13.95,12.89,6.68,0.097,29.1499166666673,0.211244301844561,0.0000006091435
549,"22/04/29-03:36:24",0,20.36,1.63,2.75,18.23,13.91,12.89,6.68,0.098,29.160333333334,0.211244301844561,0.0000006102245
550,"22/04/29-03:51:24",0,20.36,1.66,2.76,18.29,13.95,12.89,6.68,0.102,29.1707500000007,0.211244301844561,0.0000006102245
551,"22/04/29-04:06:24",0,20.37,1.62,2.76,19.2,13.98,12.89,6.68,0.098,29.1811666666673,0.21345260944245,0.000000610765
552,"22/04/29-04:21:24",0,20.43,1.66,2.74,18.34,13.93,12.89,6.68,0.103,29.191583333334,0.217943733895412,0.000000614008
553,"22/04/29-04:36:24",0,20.53,1.66,2.78,18.33,13.91,12.89,6.68,0.105,29.2020000000007,0.220220429679269,0.000000619413
554,"22/04/29-04:51:24",0,20.58,1.62,2.73,18.55,13.91,12.89,6.68,0.106,29.2124166666673,0.222514069362023,0.0000006221155
555,"22/04/29-05:06:24",0,20.55,1.66,2.74,18.32,13.94,12.88,6.68,0.101,29.222833333334,0.222514069362023,0.000000620494
556,"22/04/29-05:21:24",0,20.57,1.63,2.72,18.29,13.95,12.89,6.68,0.106,29.2332500000007,0.222514069362023,0.000000621575
557,"22/04/29-05:36:24",0,20.58,1.62,2.75,18.43,13.92,12.88,6.68,0.105,29.2436666666673,0.21345260944245,0.0000006221155
558,"22/04/29-05:51:24",0,20.65,1.67,2.71,18.21,13.92,12.88,6.68,0.107,29.254083333334,0.206918708670758,0.000000625899
559,"22/04/29-06:06:24",0,20.6,1.65,2.76,18.38,13.92,12.88,6.68,0.104,29.2645000000007,0.200712252605594,0.0000006231965
