,"Name sensor",,"Time(s)","Date","Pressure (mbar)","T (°K)"
1,"SU-17255",8871533,677700,30/04/2022 16:25:59,952,"282.72"
1,"SU-17255",8871533,678600,30/04/2022 16:40:59,951,"282.66"
1,"SU-17255",8871533,679500,30/04/2022 16:55:59,951,"282.61"
1,"SU-17255",8871533,680400,30/04/2022 17:10:59,951,"282.58"
1,"SU-17255",8871533,681300,30/04/2022 17:25:59,951,"282.50"
1,"SU-17255",8871533,682200,30/04/2022 17:40:59,951,"282.28"
1,"SU-17255",8871533,683100,30/04/2022 17:55:59,951,"282.18"
1,"SU-17255",8871533,684000,30/04/2022 18:10:59,951,"282.13"
1,"SU-17255",8871533,684900,30/04/2022 18:25:59,951,"282.7"
1,"SU-17255",8871533,685800,30/04/2022 18:40:59,952,"281.99"
1,"SU-17255",8871533,686700,30/04/2022 18:55:59,951,"281.89"
1,"SU-17255",8871533,687600,30/04/2022 19:10:59,951,"281.81"
1,"SU-17255",8871533,688500,30/04/2022 19:25:59,951,"281.74"
1,"SU-17255",8871533,689400,30/04/2022 19:40:59,951,"281.70"
1,"SU-17255",8871533,690300,30/04/2022 19:55:59,951,"281.63"
1,"SU-17255",8871533,691200,30/04/2022 20:10:59,952,"281.57"
1,"SU-17255",8871533,692100,30/04/2022 20:25:59,953,"281.49"
1,"SU-17255",8871533,693000,30/04/2022 20:40:59,954,"281.41"
1,"SU-17255",8871533,693900,30/04/2022 20:55:59,954,"281.25"
1,"SU-17255",8871533,694800,30/04/2022 21:10:59,956,"281.19"
1,"SU-17255",8871533,695700,30/04/2022 21:25:59,955,"281.13"
1,"SU-17255",8871533,696600,30/04/2022 21:40:59,955,"281.7"
1,"SU-17255",8871533,697500,30/04/2022 21:55:59,956,"280.98"
1,"SU-17255",8871533,698400,30/04/2022 22:10:59,956,"280.88"
1,"SU-17255",8871533,699300,30/04/2022 22:25:59,956,"280.80"
1,"SU-17255",8871533,700200,30/04/2022 22:40:59,956,"280.72"
1,"SU-17255",8871533,701100,30/04/2022 22:55:59,956,"280.66"
1,"SU-17255",8871533,702000,30/04/2022 23:10:59,955,"280.57"
1,"SU-17255",8871533,702900,30/04/2022 23:25:59,956,"280.50"
1,"SU-17255",8871533,703800,30/04/2022 23:40:59,956,"280.43"
1,"SU-17255",8871533,704700,30/04/2022 23:55:59,955,"280.36"
1,"SU-17255",8871533,705600,01/05/2022 00:10:59,955,"280.19"
1,"SU-17255",8871533,706500,01/05/2022 00:25:59,955,"280.12"
1,"SU-17255",8871533,707400,01/05/2022 00:40:59,955,"280.6"
1,"SU-17255",8871533,708300,01/05/2022 00:55:59,956,"280.1"
1,"SU-17255",8871533,709200,01/05/2022 01:10:59,955,"279.94"
1,"SU-17255",8871533,710100,01/05/2022 01:25:59,955,"279.87"
1,"SU-17255",8871533,711000,01/05/2022 01:40:59,955,"279.82"
1,"SU-17255",8871533,711900,01/05/2022 01:55:59,954,"279.77"
1,"SU-17255",8871533,712800,01/05/2022 02:10:59,955,"279.73"
1,"SU-17255",8871533,713700,01/05/2022 02:25:59,955,"279.68"
1,"SU-17255",8871533,714600,01/05/2022 02:40:59,955,"279.64"
1,"SU-17255",8871533,715500,01/05/2022 02:55:59,955,"279.60"
1,"SU-17255",8871533,716400,01/05/2022 03:10:59,954,"279.56"
1,"SU-17255",8871533,717300,01/05/2022 03:25:59,955,"279.52"
1,"SU-17255",8871533,718200,01/05/2022 03:40:59,954,"279.50"
1,"SU-17255",8871533,719100,01/05/2022 03:55:59,954,"279.46"
1,"SU-17255",8871533,720000,01/05/2022 04:10:59,954,"279.43"
1,"SU-17255",8871533,720900,01/05/2022 04:25:59,953,"279.39"
1,"SU-17255",8871533,721800,01/05/2022 04:40:59,953,"279.36"
1,"SU-17255",8871533,722700,01/05/2022 04:55:59,953,"279.32"
1,"SU-17255",8871533,723600,01/05/2022 05:10:59,952,"279.19"
1,"SU-17255",8871533,724500,01/05/2022 05:25:59,952,"279.14"
1,"SU-17255",8871533,725400,01/05/2022 05:40:59,952,"279.10"
1,"SU-17255",8871533,726300,01/05/2022 05:55:59,951,"279.8"
1,"SU-17255",8871533,727200,01/05/2022 06:10:59,952,"279.5"
1,"SU-17255",8871533,728100,01/05/2022 06:25:59,952,"279.0"
1,"SU-17255",8871533,729000,01/05/2022 06:40:59,952,"278.97"
1,"SU-17255",8871533,729900,01/05/2022 06:55:59,952,"278.94"
1,"SU-17255",8871533,730800,01/05/2022 07:10:59,953,"278.91"
1,"SU-17255",8871533,731700,01/05/2022 07:25:59,951,"278.88"
1,"SU-17255",8871533,732600,01/05/2022 07:40:59,952,"278.88"
1,"SU-17255",8871533,733500,01/05/2022 07:55:59,952,"278.86"
1,"SU-17255",8871533,734400,01/05/2022 08:10:59,951,"278.85"
1,"SU-17255",8871533,735300,01/05/2022 08:25:59,952,"278.83"
1,"SU-17255",8871533,736200,01/05/2022 08:40:59,951,"278.83"
1,"SU-17255",8871533,737100,01/05/2022 08:55:59,951,"278.83"
1,"SU-17255",8871533,738000,01/05/2022 09:10:59,950,"278.86"
1,"SU-17255",8871533,738900,01/05/2022 09:25:59,951,"278.89"
1,"SU-17255",8871533,739800,01/05/2022 09:40:59,950,"278.94"
1,"SU-17255",8871533,740700,01/05/2022 09:55:59,950,"279.2"
1,"SU-17255",8871533,741600,01/05/2022 10:10:59,950,"279.13"
1,"SU-17255",8871533,742500,01/05/2022 10:25:59,950,"279.32"
1,"SU-17255",8871533,743400,01/05/2022 10:40:59,951,"279.46"
1,"SU-17255",8871533,744300,01/05/2022 10:55:59,950,"279.60"
1,"SU-17255",8871533,745200,01/05/2022 11:10:59,950,"279.72"
1,"SU-17255",8871533,746100,01/05/2022 11:25:59,949,"279.86"
1,"SU-17255",8871533,747000,01/05/2022 11:40:59,950,"280.1"
1,"SU-17255",8871533,747900,01/05/2022 11:55:59,950,"280.16"
1,"SU-17255",8871533,748800,01/05/2022 12:10:59,950,"280.42"
1,"SU-17255",8871533,749700,01/05/2022 12:25:59,950,"280.58"
1,"SU-17255",8871533,750600,01/05/2022 12:40:59,950,"280.70"
1,"SU-17255",8871533,751500,01/05/2022 12:55:59,950,"280.88"
1,"SU-17255",8871533,752400,01/05/2022 13:10:59,949,"281.6"
1,"SU-17255",8871533,753300,01/05/2022 13:25:59,950,"281.22"
1,"SU-17255",8871533,754200,01/05/2022 13:40:59,948,"281.43"
1,"SU-17255",8871533,755100,01/05/2022 13:55:59,949,"281.57"
1,"SU-17255",8871533,756000,01/05/2022 14:10:59,948,"281.73"
1,"SU-17255",8871533,756900,01/05/2022 14:25:59,948,"281.87"
1,"SU-17255",8871533,757800,01/05/2022 14:40:59,949,"282.0"
1,"SU-17255",8871533,758700,01/05/2022 14:55:59,948,"282.12"
1,"SU-17255",8871533,759600,01/05/2022 15:10:59,925,"286.44"
1,"SU-17255",8871533,760500,01/05/2022 15:25:59,926,"287.66"
1,"SU-17255",8871533,761400,01/05/2022 15:40:59,896,"287.53"
1,"SU-17255",8871533,762300,01/05/2022 15:55:59,929,"287.52"
1,"SU-17255",8871533,763200,01/05/2022 16:10:59,988,"287.62"
1,"SU-17255",8871533,764100,01/05/2022 16:25:59,989,"287.75"
1,"SU-17255",8871533,765000,01/05/2022 16:40:59,989,"288.4"
1,"SU-17255",8871533,765900,01/05/2022 16:55:59,990,"288.56"
1,"SU-17255",8871533,766800,01/05/2022 17:10:59,989,"289.27"
1,"SU-17255",8871533,767700,01/05/2022 17:25:59,988,"290.6"
